RANK #1,	Token ID: 1,	 score: 55,	type:Witch of Woe,	skills: {"will":9,"wisdom":9,"wonder":9,"woe":10,"wit":9,"wiles":9}
RANK #2401,	Token ID: 3297,	 score: 34,	type:mage,	skills: {"will":6,"wit":6,"wiles":4,"wisdom":1,"wonder":8,"woe":9}
RANK #2402,	Token ID: 3325,	 score: 34,	type:enchantress,	skills: {"will":2,"wit":3,"wiles":8,"wisdom":8,"wonder":5,"woe":8}
RANK #2403,	Token ID: 3333,	 score: 34,	type:occultist,	skills: {"will":5,"wit":1,"wiles":9,"wisdom":2,"wonder":8,"woe":9}
RANK #2404,	Token ID: 3358,	 score: 34,	type:mage,	skills: {"will":4,"wit":8,"wiles":8,"wisdom":0,"wonder":7,"woe":7}
RANK #2405,	Token ID: 3386,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":0,"wiles":8,"wisdom":7,"wonder":1,"woe":9}
RANK #2406,	Token ID: 3416,	 score: 34,	type:occultist,	skills: {"will":2,"wit":9,"wiles":9,"wisdom":6,"wonder":4,"woe":4}
RANK #2407,	Token ID: 3430,	 score: 34,	type:enchantress,	skills: {"will":8,"wit":9,"wiles":7,"wisdom":2,"wonder":4,"woe":4}
RANK #2408,	Token ID: 3436,	 score: 34,	type:enchantress,	skills: {"will":9,"wit":7,"wiles":2,"wisdom":8,"wonder":0,"woe":8}
RANK #2409,	Token ID: 3476,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":5,"wiles":3,"wisdom":6,"wonder":8,"woe":3}
RANK #2410,	Token ID: 3506,	 score: 34,	type:occultist,	skills: {"will":6,"wit":3,"wiles":9,"wisdom":2,"wonder":5,"woe":9}
RANK #2411,	Token ID: 3507,	 score: 34,	type:seer,	skills: {"will":9,"wit":5,"wiles":6,"wisdom":5,"wonder":2,"woe":7}
RANK #2412,	Token ID: 3509,	 score: 34,	type:hag,	skills: {"will":3,"wit":7,"wiles":3,"wisdom":5,"wonder":9,"woe":7}
RANK #2413,	Token ID: 3538,	 score: 34,	type:hag,	skills: {"will":4,"wit":8,"wiles":1,"wisdom":4,"wonder":9,"woe":8}
RANK #2414,	Token ID: 3564,	 score: 34,	type:occultist,	skills: {"will":6,"wit":3,"wiles":8,"wisdom":7,"wonder":3,"woe":7}
RANK #2415,	Token ID: 3584,	 score: 34,	type:occultist,	skills: {"will":6,"wit":3,"wiles":9,"wisdom":4,"wonder":5,"woe":7}
RANK #2416,	Token ID: 3596,	 score: 34,	type:occultist,	skills: {"will":3,"wit":7,"wiles":9,"wisdom":5,"wonder":6,"woe":4}
RANK #2417,	Token ID: 3615,	 score: 34,	type:occultist,	skills: {"will":2,"wit":7,"wiles":7,"wisdom":6,"wonder":8,"woe":4}
RANK #2418,	Token ID: 3628,	 score: 34,	type:hag,	skills: {"will":5,"wit":3,"wiles":7,"wisdom":9,"wonder":9,"woe":1}
RANK #2419,	Token ID: 3634,	 score: 34,	type:mage,	skills: {"will":6,"wit":3,"wiles":5,"wisdom":3,"wonder":8,"woe":9}
RANK #2420,	Token ID: 3645,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":5,"wiles":7,"wisdom":7,"wonder":1,"woe":5}
RANK #2421,	Token ID: 3646,	 score: 34,	type:necromancer,	skills: {"will":5,"wit":7,"wiles":5,"wisdom":8,"wonder":4,"woe":5}
RANK #2422,	Token ID: 3668,	 score: 34,	type:seer,	skills: {"will":9,"wit":4,"wiles":5,"wisdom":4,"wonder":8,"woe":4}
RANK #2423,	Token ID: 3678,	 score: 34,	type:hag,	skills: {"will":7,"wit":6,"wiles":3,"wisdom":9,"wonder":9,"woe":0}
RANK #2424,	Token ID: 3693,	 score: 34,	type:mage,	skills: {"will":2,"wit":5,"wiles":7,"wisdom":8,"wonder":7,"woe":5}
RANK #2425,	Token ID: 3732,	 score: 34,	type:occultist,	skills: {"will":8,"wit":4,"wiles":4,"wisdom":7,"wonder":7,"woe":4}
RANK #2426,	Token ID: 3767,	 score: 34,	type:necromancer,	skills: {"will":8,"wit":6,"wiles":2,"wisdom":3,"wonder":6,"woe":9}
RANK #2427,	Token ID: 3778,	 score: 34,	type:occultist,	skills: {"will":1,"wit":6,"wiles":6,"wisdom":7,"wonder":5,"woe":9}
RANK #2428,	Token ID: 3848,	 score: 34,	type:hag,	skills: {"will":7,"wit":3,"wiles":8,"wisdom":9,"wonder":7,"woe":0}
RANK #2429,	Token ID: 3864,	 score: 34,	type:hag,	skills: {"will":1,"wit":1,"wiles":8,"wisdom":9,"wonder":9,"woe":6}
RANK #2430,	Token ID: 3866,	 score: 34,	type:necromancer,	skills: {"will":8,"wit":5,"wiles":5,"wisdom":5,"wonder":2,"woe":9}
RANK #2431,	Token ID: 3871,	 score: 34,	type:occultist,	skills: {"will":5,"wit":4,"wiles":5,"wisdom":7,"wonder":4,"woe":9}
RANK #2432,	Token ID: 3876,	 score: 34,	type:necromancer,	skills: {"will":5,"wit":5,"wiles":7,"wisdom":4,"wonder":4,"woe":9}
RANK #2433,	Token ID: 3877,	 score: 34,	type:hag,	skills: {"will":6,"wit":8,"wiles":2,"wisdom":9,"wonder":9,"woe":0}
RANK #2434,	Token ID: 3883,	 score: 34,	type:enchantress,	skills: {"will":2,"wit":6,"wiles":3,"wisdom":8,"wonder":8,"woe":7}
RANK #2435,	Token ID: 3904,	 score: 34,	type:hag,	skills: {"will":7,"wit":5,"wiles":2,"wisdom":9,"wonder":9,"woe":2}
RANK #2436,	Token ID: 3906,	 score: 34,	type:enchantress,	skills: {"will":8,"wit":9,"wiles":4,"wisdom":2,"wonder":4,"woe":7}
RANK #2437,	Token ID: 3924,	 score: 34,	type:seer,	skills: {"will":4,"wit":3,"wiles":7,"wisdom":9,"wonder":7,"woe":4}
RANK #2438,	Token ID: 3934,	 score: 34,	type:necromancer,	skills: {"will":8,"wit":1,"wiles":4,"wisdom":5,"wonder":7,"woe":9}
RANK #2439,	Token ID: 3935,	 score: 34,	type:enchantress,	skills: {"will":5,"wit":6,"wiles":6,"wisdom":6,"wonder":4,"woe":7}
RANK #2440,	Token ID: 3953,	 score: 34,	type:hag,	skills: {"will":6,"wit":2,"wiles":5,"wisdom":9,"wonder":4,"woe":8}
RANK #2441,	Token ID: 4023,	 score: 34,	type:hag,	skills: {"will":0,"wit":8,"wiles":6,"wisdom":8,"wonder":4,"woe":8}
RANK #2442,	Token ID: 4072,	 score: 34,	type:occultist,	skills: {"will":5,"wit":4,"wiles":8,"wisdom":6,"wonder":5,"woe":6}
RANK #2443,	Token ID: 4085,	 score: 34,	type:mage,	skills: {"will":6,"wit":0,"wiles":5,"wisdom":8,"wonder":6,"woe":9}
RANK #2444,	Token ID: 4090,	 score: 34,	type:seer,	skills: {"will":9,"wit":4,"wiles":7,"wisdom":8,"wonder":1,"woe":5}
RANK #2445,	Token ID: 4096,	 score: 34,	type:seer,	skills: {"will":6,"wit":8,"wiles":8,"wisdom":3,"wonder":7,"woe":2}
RANK #2446,	Token ID: 4102,	 score: 34,	type:seer,	skills: {"will":3,"wit":6,"wiles":2,"wisdom":9,"wonder":9,"woe":5}
RANK #2447,	Token ID: 4114,	 score: 34,	type:necromancer,	skills: {"will":7,"wit":8,"wiles":0,"wisdom":2,"wonder":8,"woe":9}
RANK #2448,	Token ID: 4127,	 score: 34,	type:enchantress,	skills: {"will":9,"wit":4,"wiles":9,"wisdom":6,"wonder":4,"woe":2}
RANK #2449,	Token ID: 4145,	 score: 34,	type:occultist,	skills: {"will":3,"wit":7,"wiles":9,"wisdom":5,"wonder":1,"woe":9}
RANK #2450,	Token ID: 4154,	 score: 34,	type:seer,	skills: {"will":8,"wit":2,"wiles":8,"wisdom":7,"wonder":7,"woe":2}
RANK #2451,	Token ID: 4158,	 score: 34,	type:hag,	skills: {"will":3,"wit":7,"wiles":7,"wisdom":9,"wonder":3,"woe":5}
RANK #2452,	Token ID: 4165,	 score: 34,	type:mage,	skills: {"will":8,"wit":5,"wiles":5,"wisdom":1,"wonder":6,"woe":9}
RANK #2453,	Token ID: 4208,	 score: 34,	type:hag,	skills: {"will":7,"wit":5,"wiles":6,"wisdom":9,"wonder":3,"woe":4}
RANK #2454,	Token ID: 4213,	 score: 34,	type:necromancer,	skills: {"will":5,"wit":7,"wiles":5,"wisdom":6,"wonder":6,"woe":5}
RANK #2455,	Token ID: 4231,	 score: 34,	type:mage,	skills: {"will":4,"wit":7,"wiles":6,"wisdom":0,"wonder":8,"woe":9}
RANK #2456,	Token ID: 4278,	 score: 34,	type:occultist,	skills: {"will":3,"wit":9,"wiles":9,"wisdom":6,"wonder":1,"woe":6}
RANK #2457,	Token ID: 4285,	 score: 34,	type:occultist,	skills: {"will":4,"wit":4,"wiles":5,"wisdom":8,"wonder":6,"woe":7}
RANK #2458,	Token ID: 4292,	 score: 34,	type:seer,	skills: {"will":8,"wit":8,"wiles":2,"wisdom":9,"wonder":7,"woe":0}
RANK #2459,	Token ID: 4314,	 score: 34,	type:enchantress,	skills: {"will":7,"wit":7,"wiles":9,"wisdom":6,"wonder":2,"woe":3}
RANK #2460,	Token ID: 4323,	 score: 34,	type:seer,	skills: {"will":5,"wit":7,"wiles":3,"wisdom":8,"wonder":6,"woe":5}
RANK #2461,	Token ID: 4350,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":5,"wiles":7,"wisdom":2,"wonder":6,"woe":5}
RANK #2462,	Token ID: 4355,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":5,"wiles":5,"wisdom":2,"wonder":8,"woe":5}
RANK #2463,	Token ID: 4362,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":8,"wiles":0,"wisdom":3,"wonder":5,"woe":9}
RANK #2464,	Token ID: 4366,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":8,"wisdom":6,"wonder":0,"woe":5}
RANK #2465,	Token ID: 4388,	 score: 34,	type:mage,	skills: {"will":6,"wit":2,"wiles":7,"wisdom":5,"wonder":9,"woe":5}
RANK #2466,	Token ID: 4490,	 score: 34,	type:seer,	skills: {"will":9,"wit":8,"wiles":3,"wisdom":8,"wonder":5,"woe":1}
RANK #2467,	Token ID: 4496,	 score: 34,	type:seer,	skills: {"will":8,"wit":2,"wiles":3,"wisdom":7,"wonder":7,"woe":7}
RANK #2468,	Token ID: 4519,	 score: 34,	type:hag,	skills: {"will":8,"wit":3,"wiles":3,"wisdom":4,"wonder":8,"woe":8}
RANK #2469,	Token ID: 4521,	 score: 34,	type:occultist,	skills: {"will":1,"wit":9,"wiles":9,"wisdom":3,"wonder":8,"woe":4}
RANK #2470,	Token ID: 4530,	 score: 34,	type:seer,	skills: {"will":7,"wit":5,"wiles":2,"wisdom":5,"wonder":9,"woe":6}
RANK #2471,	Token ID: 4542,	 score: 34,	type:hag,	skills: {"will":3,"wit":6,"wiles":4,"wisdom":7,"wonder":9,"woe":5}
RANK #2472,	Token ID: 4576,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":4,"wiles":5,"wisdom":4,"wonder":8,"woe":4}
RANK #2473,	Token ID: 4586,	 score: 34,	type:enchantress,	skills: {"will":5,"wit":8,"wiles":3,"wisdom":3,"wonder":8,"woe":7}
RANK #2474,	Token ID: 4613,	 score: 34,	type:hag,	skills: {"will":2,"wit":8,"wiles":7,"wisdom":4,"wonder":6,"woe":7}
RANK #2475,	Token ID: 4665,	 score: 34,	type:seer,	skills: {"will":6,"wit":8,"wiles":5,"wisdom":7,"wonder":4,"woe":4}
RANK #2476,	Token ID: 4669,	 score: 34,	type:mage,	skills: {"will":3,"wit":4,"wiles":5,"wisdom":7,"wonder":6,"woe":9}
RANK #2477,	Token ID: 4670,	 score: 34,	type:hag,	skills: {"will":6,"wit":3,"wiles":7,"wisdom":6,"wonder":6,"woe":6}
RANK #2478,	Token ID: 4685,	 score: 34,	type:seer,	skills: {"will":4,"wit":5,"wiles":8,"wisdom":9,"wonder":7,"woe":1}
RANK #2479,	Token ID: 4711,	 score: 34,	type:occultist,	skills: {"will":8,"wit":7,"wiles":5,"wisdom":4,"wonder":5,"woe":5}
RANK #2480,	Token ID: 4717,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":1,"wiles":4,"wisdom":9,"wonder":6,"woe":5}
RANK #2481,	Token ID: 4779,	 score: 34,	type:necromancer,	skills: {"will":7,"wit":1,"wiles":6,"wisdom":7,"wonder":4,"woe":9}
RANK #2482,	Token ID: 4782,	 score: 34,	type:hag,	skills: {"will":4,"wit":8,"wiles":5,"wisdom":7,"wonder":5,"woe":5}
RANK #2483,	Token ID: 4814,	 score: 34,	type:hag,	skills: {"will":7,"wit":1,"wiles":5,"wisdom":9,"wonder":4,"woe":8}
RANK #2484,	Token ID: 4833,	 score: 34,	type:necromancer,	skills: {"will":3,"wit":7,"wiles":6,"wisdom":1,"wonder":8,"woe":9}
RANK #2485,	Token ID: 4839,	 score: 34,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":9,"wisdom":3,"wonder":3,"woe":1}
RANK #2486,	Token ID: 4853,	 score: 34,	type:seer,	skills: {"will":8,"wit":6,"wiles":5,"wisdom":9,"wonder":3,"woe":3}
RANK #2487,	Token ID: 4866,	 score: 34,	type:necromancer,	skills: {"will":7,"wit":5,"wiles":3,"wisdom":7,"wonder":7,"woe":5}
RANK #2488,	Token ID: 4884,	 score: 34,	type:necromancer,	skills: {"will":4,"wit":6,"wiles":7,"wisdom":6,"wonder":7,"woe":4}
RANK #2489,	Token ID: 4889,	 score: 34,	type:occultist,	skills: {"will":7,"wit":8,"wiles":9,"wisdom":2,"wonder":3,"woe":5}
RANK #2490,	Token ID: 4894,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":6,"wiles":6,"wisdom":8,"wonder":1,"woe":4}
RANK #2491,	Token ID: 4965,	 score: 34,	type:enchantress,	skills: {"will":7,"wit":6,"wiles":9,"wisdom":0,"wonder":6,"woe":6}
RANK #2492,	Token ID: 4990,	 score: 34,	type:occultist,	skills: {"will":6,"wit":7,"wiles":6,"wisdom":0,"wonder":8,"woe":7}
RANK #2493,	Token ID: 4996,	 score: 34,	type:occultist,	skills: {"will":2,"wit":9,"wiles":9,"wisdom":2,"wonder":4,"woe":8}
RANK #2494,	Token ID: 5001,	 score: 34,	type:necromancer,	skills: {"will":5,"wit":7,"wiles":8,"wisdom":3,"wonder":4,"woe":7}
RANK #2495,	Token ID: 5004,	 score: 34,	type:occultist,	skills: {"will":4,"wit":8,"wiles":9,"wisdom":5,"wonder":1,"woe":7}
RANK #2496,	Token ID: 5026,	 score: 34,	type:enchantress,	skills: {"will":3,"wit":9,"wiles":6,"wisdom":4,"wonder":4,"woe":8}
RANK #2497,	Token ID: 5046,	 score: 34,	type:occultist,	skills: {"will":6,"wit":5,"wiles":9,"wisdom":0,"wonder":8,"woe":6}
RANK #2498,	Token ID: 5073,	 score: 34,	type:mage,	skills: {"will":4,"wit":4,"wiles":7,"wisdom":8,"wonder":9,"woe":2}
RANK #2499,	Token ID: 5104,	 score: 34,	type:mage,	skills: {"will":6,"wit":7,"wiles":8,"wisdom":1,"wonder":8,"woe":4}
RANK #2500,	Token ID: 5128,	 score: 34,	type:enchantress,	skills: {"will":3,"wit":6,"wiles":8,"wisdom":5,"wonder":7,"woe":5}
RANK #2501,	Token ID: 5144,	 score: 34,	type:mage,	skills: {"will":4,"wit":8,"wiles":8,"wisdom":0,"wonder":5,"woe":9}
RANK #2502,	Token ID: 5161,	 score: 34,	type:mage,	skills: {"will":7,"wit":2,"wiles":1,"wisdom":6,"wonder":9,"woe":9}
RANK #2503,	Token ID: 5171,	 score: 34,	type:seer,	skills: {"will":5,"wit":5,"wiles":6,"wisdom":9,"wonder":9,"woe":0}
RANK #2504,	Token ID: 5215,	 score: 34,	type:necromancer,	skills: {"will":3,"wit":0,"wiles":7,"wisdom":9,"wonder":6,"woe":9}
RANK #2505,	Token ID: 5217,	 score: 34,	type:mage,	skills: {"will":2,"wit":6,"wiles":4,"wisdom":6,"wonder":9,"woe":7}
RANK #2506,	Token ID: 5251,	 score: 34,	type:occultist,	skills: {"will":4,"wit":8,"wiles":7,"wisdom":7,"wonder":5,"woe":3}
RANK #2507,	Token ID: 5278,	 score: 34,	type:occultist,	skills: {"will":6,"wit":5,"wiles":7,"wisdom":4,"wonder":6,"woe":6}
RANK #2508,	Token ID: 5279,	 score: 34,	type:seer,	skills: {"will":5,"wit":8,"wiles":0,"wisdom":8,"wonder":5,"woe":8}
RANK #2509,	Token ID: 5311,	 score: 34,	type:seer,	skills: {"will":9,"wit":6,"wiles":4,"wisdom":5,"wonder":3,"woe":7}
RANK #2510,	Token ID: 5432,	 score: 34,	type:seer,	skills: {"will":7,"wit":8,"wiles":6,"wisdom":7,"wonder":1,"woe":5}
RANK #2511,	Token ID: 5440,	 score: 34,	type:necromancer,	skills: {"will":3,"wit":4,"wiles":8,"wisdom":7,"wonder":3,"woe":9}
RANK #2512,	Token ID: 5450,	 score: 34,	type:mage,	skills: {"will":3,"wit":3,"wiles":5,"wisdom":6,"wonder":8,"woe":9}
RANK #2513,	Token ID: 5451,	 score: 34,	type:seer,	skills: {"will":4,"wit":3,"wiles":8,"wisdom":9,"wonder":3,"woe":7}
RANK #2514,	Token ID: 5454,	 score: 34,	type:seer,	skills: {"will":9,"wit":5,"wiles":7,"wisdom":5,"wonder":6,"woe":2}
RANK #2515,	Token ID: 5456,	 score: 34,	type:occultist,	skills: {"will":5,"wit":5,"wiles":4,"wisdom":6,"wonder":8,"woe":6}
RANK #2516,	Token ID: 5473,	 score: 34,	type:seer,	skills: {"will":4,"wit":5,"wiles":5,"wisdom":4,"wonder":9,"woe":7}
RANK #2517,	Token ID: 5499,	 score: 34,	type:seer,	skills: {"will":4,"wit":1,"wiles":8,"wisdom":9,"wonder":6,"woe":6}
RANK #2518,	Token ID: 5512,	 score: 34,	type:occultist,	skills: {"will":0,"wit":3,"wiles":9,"wisdom":8,"wonder":7,"woe":7}
RANK #2519,	Token ID: 5551,	 score: 34,	type:hag,	skills: {"will":0,"wit":8,"wiles":5,"wisdom":8,"wonder":9,"woe":4}
RANK #2520,	Token ID: 5611,	 score: 34,	type:occultist,	skills: {"will":7,"wit":8,"wiles":5,"wisdom":6,"wonder":1,"woe":7}
RANK #2521,	Token ID: 5620,	 score: 34,	type:hag,	skills: {"will":6,"wit":8,"wiles":6,"wisdom":5,"wonder":4,"woe":5}
RANK #2522,	Token ID: 5621,	 score: 34,	type:occultist,	skills: {"will":4,"wit":8,"wiles":5,"wisdom":7,"wonder":7,"woe":3}
RANK #2523,	Token ID: 5647,	 score: 34,	type:occultist,	skills: {"will":3,"wit":8,"wiles":9,"wisdom":3,"wonder":7,"woe":4}
RANK #2524,	Token ID: 5674,	 score: 34,	type:enchantress,	skills: {"will":8,"wit":6,"wiles":6,"wisdom":2,"wonder":4,"woe":8}
RANK #2525,	Token ID: 5678,	 score: 34,	type:hag,	skills: {"will":4,"wit":9,"wiles":6,"wisdom":3,"wonder":9,"woe":3}
RANK #2526,	Token ID: 5684,	 score: 34,	type:necromancer,	skills: {"will":7,"wit":4,"wiles":7,"wisdom":3,"wonder":8,"woe":5}
RANK #2527,	Token ID: 5735,	 score: 34,	type:occultist,	skills: {"will":5,"wit":3,"wiles":9,"wisdom":2,"wonder":6,"woe":9}
RANK #2528,	Token ID: 5743,	 score: 34,	type:occultist,	skills: {"will":7,"wit":2,"wiles":7,"wisdom":8,"wonder":6,"woe":4}
RANK #2529,	Token ID: 5744,	 score: 34,	type:occultist,	skills: {"will":6,"wit":6,"wiles":3,"wisdom":4,"wonder":8,"woe":7}
RANK #2530,	Token ID: 5768,	 score: 34,	type:mage,	skills: {"will":5,"wit":8,"wiles":1,"wisdom":5,"wonder":6,"woe":9}
RANK #2531,	Token ID: 5769,	 score: 34,	type:mage,	skills: {"will":4,"wit":7,"wiles":2,"wisdom":3,"wonder":9,"woe":9}
RANK #2532,	Token ID: 5809,	 score: 34,	type:enchantress,	skills: {"will":5,"wit":6,"wiles":5,"wisdom":6,"wonder":8,"woe":4}
RANK #2533,	Token ID: 5830,	 score: 34,	type:seer,	skills: {"will":7,"wit":5,"wiles":5,"wisdom":8,"wonder":9,"woe":0}
RANK #2534,	Token ID: 5834,	 score: 34,	type:seer,	skills: {"will":8,"wit":2,"wiles":3,"wisdom":6,"wonder":9,"woe":6}
RANK #2535,	Token ID: 5835,	 score: 34,	type:mage,	skills: {"will":3,"wit":6,"wiles":7,"wisdom":8,"wonder":8,"woe":2}
RANK #2536,	Token ID: 5845,	 score: 34,	type:necromancer,	skills: {"will":8,"wit":1,"wiles":6,"wisdom":7,"wonder":7,"woe":5}
RANK #2537,	Token ID: 5848,	 score: 34,	type:seer,	skills: {"will":9,"wit":1,"wiles":1,"wisdom":6,"wonder":9,"woe":8}
RANK #2538,	Token ID: 5858,	 score: 34,	type:necromancer,	skills: {"will":8,"wit":7,"wiles":3,"wisdom":7,"wonder":2,"woe":7}
RANK #2539,	Token ID: 5888,	 score: 34,	type:mage,	skills: {"will":3,"wit":7,"wiles":7,"wisdom":0,"wonder":9,"woe":8}
RANK #2540,	Token ID: 5912,	 score: 34,	type:hag,	skills: {"will":7,"wit":6,"wiles":2,"wisdom":3,"wonder":9,"woe":7}
RANK #2541,	Token ID: 5914,	 score: 34,	type:seer,	skills: {"will":9,"wit":5,"wiles":6,"wisdom":7,"wonder":7,"woe":0}
RANK #2542,	Token ID: 5917,	 score: 34,	type:necromancer,	skills: {"will":8,"wit":0,"wiles":8,"wisdom":6,"wonder":3,"woe":9}
RANK #2543,	Token ID: 5964,	 score: 34,	type:enchantress,	skills: {"will":4,"wit":9,"wiles":4,"wisdom":8,"wonder":8,"woe":1}
RANK #2544,	Token ID: 5979,	 score: 34,	type:enchantress,	skills: {"will":3,"wit":7,"wiles":5,"wisdom":7,"wonder":6,"woe":6}
RANK #2545,	Token ID: 6003,	 score: 34,	type:enchantress,	skills: {"will":5,"wit":9,"wiles":4,"wisdom":8,"wonder":3,"woe":5}
RANK #2546,	Token ID: 6006,	 score: 34,	type:necromancer,	skills: {"will":5,"wit":7,"wiles":8,"wisdom":9,"wonder":0,"woe":5}
RANK #2547,	Token ID: 6024,	 score: 34,	type:mage,	skills: {"will":7,"wit":2,"wiles":8,"wisdom":3,"wonder":9,"woe":5}
RANK #2548,	Token ID: 6034,	 score: 34,	type:mage,	skills: {"will":8,"wit":0,"wiles":3,"wisdom":7,"wonder":8,"woe":8}
RANK #2549,	Token ID: 6038,	 score: 34,	type:occultist,	skills: {"will":5,"wit":9,"wiles":8,"wisdom":7,"wonder":0,"woe":5}
RANK #2550,	Token ID: 6052,	 score: 34,	type:mage,	skills: {"will":5,"wit":6,"wiles":4,"wisdom":3,"wonder":8,"woe":8}
RANK #2551,	Token ID: 6079,	 score: 34,	type:mage,	skills: {"will":4,"wit":6,"wiles":4,"wisdom":6,"wonder":7,"woe":7}
RANK #2552,	Token ID: 6080,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":0,"wiles":6,"wisdom":9,"wonder":1,"woe":9}
RANK #2553,	Token ID: 6128,	 score: 34,	type:necromancer,	skills: {"will":7,"wit":0,"wiles":4,"wisdom":7,"wonder":7,"woe":9}
RANK #2554,	Token ID: 6143,	 score: 34,	type:mage,	skills: {"will":8,"wit":8,"wiles":8,"wisdom":1,"wonder":3,"woe":6}
RANK #2555,	Token ID: 6177,	 score: 34,	type:seer,	skills: {"will":7,"wit":0,"wiles":8,"wisdom":9,"wonder":9,"woe":1}
RANK #2556,	Token ID: 6188,	 score: 34,	type:hag,	skills: {"will":4,"wit":5,"wiles":2,"wisdom":9,"wonder":6,"woe":8}
RANK #2557,	Token ID: 6214,	 score: 34,	type:occultist,	skills: {"will":4,"wit":7,"wiles":5,"wisdom":5,"wonder":4,"woe":9}
RANK #2558,	Token ID: 6216,	 score: 34,	type:occultist,	skills: {"will":4,"wit":7,"wiles":9,"wisdom":1,"wonder":5,"woe":8}
RANK #2559,	Token ID: 6224,	 score: 34,	type:hag,	skills: {"will":4,"wit":9,"wiles":1,"wisdom":9,"wonder":8,"woe":3}
RANK #2560,	Token ID: 6226,	 score: 34,	type:occultist,	skills: {"will":5,"wit":8,"wiles":7,"wisdom":2,"wonder":6,"woe":6}
RANK #2561,	Token ID: 6256,	 score: 34,	type:hag,	skills: {"will":6,"wit":1,"wiles":7,"wisdom":6,"wonder":6,"woe":8}
RANK #2562,	Token ID: 6262,	 score: 34,	type:occultist,	skills: {"will":5,"wit":5,"wiles":4,"wisdom":7,"wonder":8,"woe":5}
RANK #2563,	Token ID: 6273,	 score: 34,	type:enchantress,	skills: {"will":9,"wit":9,"wiles":7,"wisdom":2,"wonder":0,"woe":7}
RANK #2564,	Token ID: 6300,	 score: 34,	type:occultist,	skills: {"will":6,"wit":1,"wiles":9,"wisdom":8,"wonder":6,"woe":4}
RANK #2565,	Token ID: 6302,	 score: 34,	type:occultist,	skills: {"will":5,"wit":6,"wiles":9,"wisdom":3,"wonder":2,"woe":9}
RANK #2566,	Token ID: 6307,	 score: 34,	type:occultist,	skills: {"will":7,"wit":7,"wiles":4,"wisdom":8,"wonder":5,"woe":3}
RANK #2567,	Token ID: 6314,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":1,"wiles":7,"wisdom":6,"wonder":4,"woe":7}
RANK #2568,	Token ID: 6318,	 score: 34,	type:enchantress,	skills: {"will":3,"wit":9,"wiles":8,"wisdom":2,"wonder":6,"woe":6}
RANK #2569,	Token ID: 6333,	 score: 34,	type:seer,	skills: {"will":9,"wit":6,"wiles":6,"wisdom":4,"wonder":6,"woe":3}
RANK #2570,	Token ID: 6347,	 score: 34,	type:hag,	skills: {"will":3,"wit":1,"wiles":8,"wisdom":9,"wonder":9,"woe":4}
RANK #2571,	Token ID: 6352,	 score: 34,	type:seer,	skills: {"will":9,"wit":0,"wiles":7,"wisdom":9,"wonder":3,"woe":6}
RANK #2572,	Token ID: 6354,	 score: 34,	type:seer,	skills: {"will":7,"wit":1,"wiles":7,"wisdom":9,"wonder":7,"woe":3}
RANK #2573,	Token ID: 6365,	 score: 34,	type:hag,	skills: {"will":8,"wit":5,"wiles":4,"wisdom":9,"wonder":4,"woe":4}
RANK #2574,	Token ID: 6394,	 score: 34,	type:hag,	skills: {"will":8,"wit":4,"wiles":2,"wisdom":7,"wonder":9,"woe":4}
RANK #2575,	Token ID: 6411,	 score: 34,	type:seer,	skills: {"will":7,"wit":4,"wiles":3,"wisdom":9,"wonder":4,"woe":7}
RANK #2576,	Token ID: 6412,	 score: 34,	type:occultist,	skills: {"will":6,"wit":5,"wiles":9,"wisdom":1,"wonder":4,"woe":9}
RANK #2577,	Token ID: 6429,	 score: 34,	type:seer,	skills: {"will":9,"wit":0,"wiles":0,"wisdom":8,"wonder":9,"woe":8}
RANK #2578,	Token ID: 6435,	 score: 34,	type:mage,	skills: {"will":6,"wit":5,"wiles":5,"wisdom":7,"wonder":7,"woe":4}
RANK #2579,	Token ID: 6438,	 score: 34,	type:occultist,	skills: {"will":5,"wit":1,"wiles":9,"wisdom":7,"wonder":5,"woe":7}
RANK #2580,	Token ID: 6452,	 score: 34,	type:necromancer,	skills: {"will":9,"wit":1,"wiles":3,"wisdom":7,"wonder":6,"woe":8}
RANK #2581,	Token ID: 6485,	 score: 34,	type:seer,	skills: {"will":7,"wit":2,"wiles":6,"wisdom":9,"wonder":2,"woe":8}
RANK #2582,	Token ID: 6518,	 score: 34,	type:hag,	skills: {"will":3,"wit":9,"wiles":7,"wisdom":5,"wonder":9,"woe":1}
RANK #2583,	Token ID: 6526,	 score: 34,	type:seer,	skills: {"will":3,"wit":8,"wiles":8,"wisdom":4,"wonder":7,"woe":4}
